Corporation ID,Corp Name,ELL N,ELL %,Special Education N,Special Education %,Total Enrollment
9430,Tindley Summit Academy,74,0.3288888888888889,21,0.09333333333333334,225
9445,Charles A Tindley Accelerated Sch,22,0.06232294617563739,33,0.09348441926345609,353
9460,Thea Bowman Leadership Academy,11,0.012956419316843345,51,0.06007067137809187,849
9485,SE Neighborhood Sch of Excellence,114,0.1955403087478559,104,0.1783876500857633,583
9495,Joshua Academy,0,0.0,7,0.02766798418972332,253
9505,Indiana Agriculture and Technology,0,0.0,60,0.16085790884718498,373
9531,Paramount Online Academy,8,0.041237113402061855,29,0.14948453608247422,194
9533,Promise Prep,70,0.7216494845360825,2,0.020618556701030927,97
9534,Indy Steam Academy,11,0.0625,11,0.0625,176
9535,Gary Lighthouse Charter School,35,0.03283302063789869,135,0.12664165103189493,1066
9536,Lawrence County Independent Schools,0,0.0,56,0.2641509433962264,212
9537,The Nature School of Central Indiana,0,0.0,33,0.22758620689655173,145
9538,Herron Preparatory Academy,5,0.016025641025641024,30,0.09615384615384616,312
9539,Excel Center - Elkhart,3,0.012048192771084338,16,0.0642570281124498,249
9545,21st Century Charter Sch of Gary,4,0.0032976092333058533,130,0.10717230008244023,1213
9555,East Chicago Urban Enterprise Academy,96,0.22325581395348837,39,0.09069767441860466,430
9575,Victory College Prep,133,0.1298828125,82,0.080078125,1024
9595,East Chicago Lighthouse Charter,98,0.21212121212121213,47,0.10173160173160173,462
9605,IN Sch for the Blind & Vis Imprd,9,0.08333333333333333,82,0.7592592592592593,108
9610,Indiana School For The Deaf,1,0.0036496350364963502,216,0.7883211678832117,274
9615,Andrew J Brown Academy,309,0.5421052631578948,55,0.09649122807017543,570
9620,Burris Laboratory School,11,0.016467065868263474,134,0.20059880239520958,668
9625,Indiana Academy for Sci Math Hmn ,4,0.01951219512195122,3,0.014634146341463415,205
9645,Avondale Meadows Academy,12,0.0380952380952381,32,0.10158730158730159,315
9650,Herron Charter,58,0.05811623246492986,97,0.09719438877755511,998
9651,"The Hope Academy, Inc.",0,0.0,4,0.1,40
9665,Geist Montessori Academy,7,0.02564102564102564,0,0.0,273
9670,Indianapolis Metropolitan High Sch,39,0.1553784860557769,67,0.26693227091633465,251
9680,Paramount Brookside ,105,0.12266355140186916,111,0.12967289719626168,856
9685,Aspire Charter Academy,5,0.008680555555555556,72,0.125,576
9690,Renaissance Academy Charter School,0,0.0,21,0.07664233576642336,274
9705,Hammond Academy of Science & Tech,89,0.16152450090744103,37,0.06715063520871144,551
9722,Springville Community Academy,0,0.0,37,0.16444444444444445,225
9725,Canaan Community Academy,0,0.0,45,0.22277227722772278,202
9730,Neighbors' New Vistas High School,0,0.0,28,0.2153846153846154,130
9735,Inspire Academy - A Sch of Inquiry,0,0.0,0,0.0,194
9737,Liberty Grove Schools,37,0.18226600985221675,28,0.13793103448275862,203
9750,Excel Center - Anderson,7,0.022727272727272728,26,0.08441558441558442,308
9760,Smith Academy for Excellence,5,0.06578947368421052,24,0.3157894736842105,76
9785,IN Math & Science Academy,225,0.4205607476635514,37,0.0691588785046729,535
9790,Anderson Preparatory Academy,75,0.08896797153024912,164,0.19454329774614473,843
9829,Monarca Academy,68,0.6868686868686869,5,0.050505050505050504,99
9835,The Bloomington Project School,2,0.006230529595015576,75,0.2336448598130841,321
9840,Excel Center - University Heights,12,0.03314917127071823,9,0.024861878453038673,362
9855,Excel Center - Noblesville,19,0.08878504672897196,13,0.06074766355140187,214
9870,Discovery Charter School,7,0.012867647058823529,104,0.19117647058823528,544
9875,Rock Creek Community Academy,8,0.012558869701726845,134,0.21036106750392464,637
9880,Career Academy High School,19,0.04241071428571429,94,0.20982142857142858,448
9885,Gary Middle College,1,0.006711409395973154,18,0.12080536912751678,149
9895,IN Math & Science Academy - North,163,0.27166666666666667,46,0.07666666666666666,600
9900,Excel Center - South Bend,1,0.005434782608695652,1,0.005434782608695652,184
9905,Indiana Connections Academy,96,0.017534246575342465,1090,0.19908675799086759,5475
9910,Excel Center - Michigan Street,68,0.05291828793774319,66,0.051361867704280154,1285
9920,Damar Charter Academy,1,0.00558659217877095,144,0.8044692737430168,179
9925,Phalen Leadership Academy - IN Inc,6,0.03314917127071823,7,0.03867403314917127,181
9935,Vision Academy,41,0.10353535353535354,58,0.14646464646464646,396
9950,Dugger Union Community School Corp,3,0.004991680532445923,140,0.23294509151414308,601
9954,Phalen Leadership Academy at Louis B Russell School 48,16,0.05925925925925926,22,0.08148148148148149,270
9955,Mays Community Academy,0,0.0,39,0.3333333333333333,117
9960,Success Academy Primary School,31,0.05419580419580419,119,0.20804195804195805,572
9965,Career Academy Middle School,26,0.065,63,0.1575,400
9970,ACE Preparatory Academy,6,0.05128205128205128,26,0.2222222222222222,117
9975,Global Preparatory Academy,363,0.5178316690442225,54,0.07703281027104136,701
9980,Steel City Academy,2,0.006309148264984227,15,0.0473186119873817,317
9985,Seven Oaks Classical School,2,0.0038910505836575876,45,0.08754863813229571,514
9990,Higher Institute of Arts & Tech,1,0.004405286343612335,18,0.07929515418502203,227
9995,Excel Center - Shelbyville,8,0.050955414012738856,18,0.11464968152866242,157
